employee_id,age,gender,education_level,department,job_role,tenure_months,last_performance_rating,promotions_last_3yrs,training_hours_completed,certifications_count,salary_band,compensation_percentile,bonus_received,hike_percent_last_year,avg_monthly_hours,work_life_balance_score,engagement_score,job_satisfaction,absenteeism_days,manager_tenure,manager_change_count,team_size,peer_feedback_score,current_project_risk_score,project_complexity_level,client_importance_score,attrition,best_fit_role,project_risk_flag
3993,41,Male,Bachelor,Technology,Partner,213,1,0,97,3,High,69,0,26,143,5,26,1,24,28,3,13,3,77,Low,46,1,Partner,0
3994,58,Male,PhD,Audit,Consultant,10,5,2,91,0,Low,52,0,9,86,2,47,2,6,123,2,17,5,23,Low,20,1,Senior Consultant,0
3995,41,Female,Master,Technology,Manager,90,1,0,171,5,Low,61,0,26,136,2,40,2,6,135,1,9,2,5,High,80,1,Senior Manager,0
3996,33,Female,Master,Audit,Analyst,144,2,0,156,1,Low,96,0,9,204,2,70,5,25,138,0,8,2,79,Medium,13,0,Consultant,0
3997,54,Male,Master,Audit,Consultant,166,2,1,100,3,Mid,5,1,18,163,5,40,3,6,187,2,12,2,40,Medium,66,1,Senior Consultant,0
3998,49,Other,Bachelor,Technology,Partner,67,2,0,175,2,Mid,17,1,6,128,4,44,2,26,55,0,16,5,73,Low,61,1,Partner,0
3999,29,Male,PhD,Tax,Partner,20,1,1,79,2,Low,87,0,21,207,4,36,2,22,239,3,6,1,84,Medium,84,1,Partner,0
4000,22,Male,Master,Consulting,Senior Consultant,111,3,0,25,1,Mid,34,0,5,100,5,46,3,12,73,1,17,4,79,Medium,98,0,Manager,0
4001,58,Female,Bachelor,Technology,Partner,69,3,0,134,7,High,94,0,0,247,2,95,1,5,117,2,13,1,61,Medium,46,0,Partner,0
4002,43,Female,Bachelor,Risk Advisory,Partner,198,5,1,43,1,Mid,91,0,8,91,3,59,5,17,202,3,7,4,91,Low,72,0,Partner,0
4003,27,Female,Bachelor,Audit,Analyst,25,3,1,141,0,Mid,97,0,22,229,4,99,3,10,101,4,8,2,18,Low,33,0,Consultant,0
4004,42,Female,Master,Consulting,Partner,89,5,0,51,4,Low,16,0,28,88,5,34,2,9,116,2,11,5,63,Medium,41,1,Partner,0
4005,53,Female,Master,Risk Advisory,Senior Consultant,54,5,0,159,0,Mid,95,0,10,238,4,18,2,6,85,4,16,5,62,Medium,66,0,Manager,0
4006,56,Male,Master,Consulting,Partner,12,2,2,104,5,High,4,0,4,210,2,91,1,27,233,2,2,1,82,Low,46,0,Partner,0
4007,36,Female,Bachelor,Tax,Senior Consultant,65,4,1,159,4,Mid,52,0,16,122,5,6,1,3,73,3,3,4,91,High,71,0,Manager,1
4008,26,Other,Master,Risk Advisory,Manager,182,5,0,74,0,Low,20,1,25,102,1,83,5,9,64,4,3,2,11,Low,93,0,Senior Manager,0
4009,27,Male,Master,Technology,Senior Consultant,234,1,1,83,6,Mid,48,0,10,165,3,45,1,3,142,3,11,5,42,Medium,52,1,Manager,0
4010,46,Female,Bachelor,Consulting,Analyst,67,2,1,184,2,High,96,1,17,94,3,48,3,6,129,3,3,2,79,High,64,1,Consultant,1
4011,50,Female,Bachelor,Technology,Consultant,149,1,0,51,1,Low,98,0,17,125,3,23,1,7,196,3,18,1,2,Medium,12,1,Senior Consultant,0
4012,28,Male,Bachelor,Technology,Consultant,133,1,0,161,9,Mid,51,0,4,174,5,92,5,2,162,4,19,2,25,High,31,0,Senior Consultant,0
4013,34,Other,PhD,Consulting,Manager,186,3,0,113,8,Low,45,0,21,93,1,13,4,25,135,2,5,2,6,Medium,57,0,Senior Manager,0
4014,59,Female,MBA,Consulting,Analyst,79,1,0,188,2,Low,80,0,28,127,1,26,4,9,161,1,13,2,29,Medium,82,1,Consultant,0
4015,39,Male,PhD,Audit,Manager,132,5,0,61,7,Mid,93,0,24,124,2,98,1,17,147,2,2,4,81,Medium,65,0,Senior Manager,0
4016,23,Male,Bachelor,Audit,Manager,19,1,0,75,3,High,49,0,7,231,1,52,3,14,59,3,8,2,22,Medium,20,0,Senior Manager,0
4017,29,Male,MBA,Risk Advisory,Partner,81,1,0,102,5,High,93,0,6,98,1,68,1,29,63,1,18,5,68,High,55,0,Partner,0
4018,32,Female,Master,Risk Advisory,Partner,55,3,0,158,7,Low,56,0,14,214,1,16,2,20,198,1,7,5,63,Medium,78,0,Partner,0
4019,54,Female,Master,Risk Advisory,Analyst,61,1,0,156,3,Low,3,0,25,141,2,75,1,20,107,1,7,3,27,High,75,1,Consultant,0
4020,59,Other,Bachelor,Audit,Consultant,200,5,2,30,2,Mid,42,1,22,126,5,3,5,26,170,2,5,4,27,Medium,2,0,Senior Consultant,0
4021,48,Male,MBA,Technology,Senior Consultant,101,5,0,11,8,Mid,71,0,19,207,5,76,2,9,174,3,5,1,80,Medium,37,0,Manager,0
4022,41,Male,PhD,Tax,Partner,152,1,2,34,9,Mid,42,0,1,161,5,6,5,5,108,3,10,5,67,Low,64,1,Partner,0
4023,33,Male,Bachelor,Tax,Analyst,196,5,0,56,6,Mid,85,0,14,129,4,51,5,2,187,1,16,4,21,Low,26,0,Consultant,0
4024,52,Female,Bachelor,Consulting,Analyst,216,5,1,168,8,Mid,99,0,0,202,2,52,2,13,89,2,7,3,80,Low,30,0,Consultant,0
4025,48,Other,Master,Audit,Consultant,147,3,0,26,2,Low,29,0,7,142,5,100,5,13,179,4,12,4,73,High,20,0,Senior Consultant,1
4026,53,Female,PhD,Consulting,Analyst,24,2,0,142,0,Low,95,1,19,232,5,100,1,29,22,4,4,3,52,Low,73,0,Consultant,0
4027,31,Male,MBA,Tax,Analyst,54,2,0,70,2,Low,17,0,25,118,5,32,4,28,21,0,10,1,25,Low,52,1,Consultant,0
4028,24,Female,Bachelor,Consulting,Consultant,233,4,1,163,6,Low,85,0,10,173,1,53,1,0,195,1,9,1,25,Medium,43,0,Senior Consultant,0
4029,48,Female,Master,Audit,Partner,237,2,0,109,0,Low,28,0,14,91,3,14,1,18,176,2,15,5,43,Low,85,1,Partner,0
4030,56,Male,Bachelor,Audit,Consultant,149,1,0,151,4,High,60,0,17,164,3,18,4,4,200,2,13,1,55,Medium,85,1,Senior Consultant,0
4031,52,Female,MBA,Audit,Manager,81,5,1,81,4,Low,87,0,12,153,3,24,5,1,79,4,5,1,7,Medium,4,0,Senior Manager,0
4032,36,Male,MBA,Tax,Partner,200,2,0,151,2,Low,95,1,21,188,5,17,1,21,179,4,11,5,12,Medium,68,1,Partner,0
4033,37,Male,Master,Audit,Manager,223,3,0,75,7,High,92,1,18,230,1,81,3,4,74,3,6,1,39,Medium,71,0,Senior Manager,0
4034,34,Male,Bachelor,Risk Advisory,Analyst,19,4,1,155,0,High,47,1,14,176,2,60,4,0,121,1,9,4,7,Medium,59,0,Consultant,0
4035,56,Female,PhD,Risk Advisory,Manager,203,1,1,74,8,Low,11,0,12,180,2,94,5,25,22,4,9,5,48,High,15,0,Senior Manager,0
4036,32,Male,Master,Audit,Consultant,181,2,0,2,6,Mid,65,0,14,164,3,61,4,28,14,0,12,1,19,High,71,0,Senior Consultant,0
4037,42,Male,PhD,Risk Advisory,Consultant,238,5,0,100,0,Low,60,0,17,138,5,96,5,18,175,2,10,1,64,Low,65,0,Senior Consultant,0
4038,32,Male,Master,Audit,Senior Consultant,178,3,0,2,1,Mid,88,1,6,239,2,44,4,0,59,3,14,5,84,Low,20,0,Manager,0
4039,51,Female,MBA,Tax,Analyst,151,2,0,28,1,Mid,61,0,19,224,4,66,2,10,206,2,12,1,26,Medium,38,0,Consultant,0
4040,56,Other,MBA,Risk Advisory,Consultant,37,5,1,159,0,Mid,77,0,28,200,2,2,4,17,219,4,9,2,42,Low,64,0,Senior Consultant,0
4041,43,Female,Bachelor,Tax,Partner,28,2,0,53,0,High,43,0,4,179,5,60,4,15,43,2,13,4,70,High,48,0,Partner,0
4042,59,Male,PhD,Risk Advisory,Consultant,215,1,0,165,9,Low,39,0,21,107,2,65,3,13,217,3,8,3,54,Low,53,0,Senior Consultant,0
4043,52,Male,Bachelor,Technology,Partner,204,4,0,183,1,Mid,91,0,22,122,5,50,4,7,52,1,12,3,46,Medium,48,0,Partner,0
4044,35,Male,MBA,Technology,Analyst,80,5,0,64,5,Mid,1,0,6,196,1,3,1,11,186,0,7,5,56,Medium,27,1,Consultant,0
4045,45,Male,PhD,Tax,Senior Consultant,208,4,0,148,4,Mid,9,0,3,128,2,11,5,25,207,3,9,1,70,Low,69,1,Manager,0
4046,53,Female,Bachelor,Risk Advisory,Senior Consultant,206,4,0,40,4,Low,85,0,27,93,2,60,3,6,48,4,10,5,38,Medium,34,0,Manager,0
4047,57,Female,Master,Technology,Manager,71,3,0,19,1,Mid,74,0,23,234,3,70,2,13,144,0,19,3,8,Medium,15,0,Senior Manager,0
4048,53,Female,Master,Audit,Consultant,149,5,0,59,6,Mid,9,0,3,86,5,90,3,20,146,1,10,1,68,Medium,75,0,Senior Consultant,0
4049,36,Female,MBA,Consulting,Analyst,21,3,1,186,2,Mid,3,0,3,135,1,44,1,8,161,3,2,2,100,High,72,1,Consultant,1
4050,56,Male,MBA,Technology,Manager,169,4,2,182,8,Low,29,0,23,198,1,98,5,26,177,1,18,2,82,High,42,0,Senior Manager,1
4051,24,Male,Master,Technology,Analyst,35,1,0,2,7,High,86,0,28,219,3,46,3,23,139,4,14,5,61,Medium,57,1,Consultant,0
4052,37,Female,MBA,Audit,Analyst,110,1,0,123,8,Low,42,0,24,209,5,9,5,21,22,4,13,5,34,Medium,29,1,Consultant,0
4053,26,Male,Bachelor,Technology,Manager,216,2,1,117,8,Mid,43,0,21,190,3,0,4,21,13,1,8,4,100,High,65,1,Senior Manager,1
4054,42,Male,Bachelor,Technology,Analyst,1,2,1,13,9,Low,94,0,17,165,3,94,2,12,160,1,3,4,68,Medium,30,0,Consultant,0
4055,31,Male,Master,Technology,Manager,206,5,0,44,5,Mid,24,0,26,151,5,44,2,16,212,2,12,3,87,Medium,54,1,Senior Manager,0
4056,40,Male,Master,Risk Advisory,Consultant,212,1,1,108,4,High,3,1,11,95,3,55,3,2,215,2,6,3,11,Medium,48,0,Senior Consultant,0
4057,46,Male,Bachelor,Technology,Manager,92,4,0,94,1,Mid,8,0,25,232,2,72,3,27,215,4,11,4,93,Low,95,0,Senior Manager,0
4058,25,Female,Master,Consulting,Consultant,210,1,1,187,6,High,45,0,23,210,5,88,1,17,101,2,11,1,56,Low,23,0,Senior Consultant,0
4059,50,Female,Bachelor,Risk Advisory,Senior Consultant,195,5,0,176,4,Low,26,1,25,193,4,92,1,24,54,3,19,5,49,Low,87,0,Manager,0
4060,40,Male,MBA,Risk Advisory,Manager,91,2,0,136,9,Mid,99,0,8,172,5,97,2,16,24,1,8,1,45,Low,37,0,Senior Manager,0
4061,23,Male,Bachelor,Tax,Senior Consultant,70,2,0,181,7,Low,51,0,8,200,1,51,5,22,141,4,3,4,10,Medium,17,0,Manager,0
4062,31,Female,Master,Technology,Manager,132,3,0,69,4,Mid,95,0,7,212,2,51,3,20,229,0,13,1,82,Low,34,0,Senior Manager,0
4063,46,Male,Master,Consulting,Analyst,1,2,1,92,0,Low,55,0,28,163,2,55,3,1,164,1,13,2,23,Medium,74,1,Consultant,0
4064,41,Male,PhD,Consulting,Senior Consultant,149,4,0,51,2,Mid,33,0,1,112,4,67,4,26,56,3,14,3,35,Medium,64,0,Manager,0
4065,40,Male,MBA,Tax,Partner,99,5,0,62,9,Mid,35,0,28,111,2,90,5,17,71,2,9,2,49,Low,34,0,Partner,0
4066,44,Male,MBA,Consulting,Partner,92,2,0,179,0,High,80,0,20,108,2,97,3,5,43,3,15,4,90,Low,78,0,Partner,0
4067,45,Female,PhD,Risk Advisory,Partner,82,2,0,21,9,Low,11,1,17,181,2,20,3,22,189,3,9,4,9,Medium,3,1,Partner,0
4068,32,Female,Master,Audit,Senior Consultant,116,4,0,54,4,Low,49,0,16,102,4,0,5,1,115,1,9,5,11,Medium,65,0,Manager,0
4069,55,Male,Bachelor,Risk Advisory,Consultant,125,2,0,112,5,Low,79,0,12,219,4,84,3,24,105,2,15,3,80,Medium,61,0,Senior Consultant,0
4070,49,Male,MBA,Audit,Manager,52,4,0,109,6,Mid,25,0,19,154,4,62,5,5,33,4,3,2,6,Low,66,0,Senior Manager,0
4071,26,Male,MBA,Consulting,Analyst,99,2,0,2,4,Low,78,1,22,218,2,98,1,11,155,1,15,4,44,Low,46,0,Consultant,0
4072,26,Male,Master,Technology,Analyst,53,4,0,1,4,Low,73,1,13,245,5,32,5,26,229,1,11,2,27,Low,18,0,Consultant,0
4073,42,Other,MBA,Audit,Senior Consultant,85,2,1,186,5,High,10,0,14,202,5,59,4,27,19,2,8,3,59,Medium,70,1,Manager,0
4074,33,Female,MBA,Risk Advisory,Partner,80,5,0,27,8,Mid,87,1,16,100,1,7,2,7,9,1,15,5,81,Medium,40,0,Partner,0
4075,25,Female,PhD,Risk Advisory,Analyst,56,3,0,164,1,High,45,1,2,85,5,33,5,3,46,2,2,5,31,Medium,77,0,Consultant,0
4076,41,Female,PhD,Risk Advisory,Analyst,218,3,0,196,5,Mid,6,1,20,166,3,95,4,28,143,2,13,5,68,Low,53,0,Consultant,0
4077,59,Female,Bachelor,Risk Advisory,Consultant,103,1,0,8,9,High,28,1,9,182,5,49,4,5,68,1,16,2,46,Medium,34,1,Senior Consultant,0
4078,46,Female,Master,Tax,Analyst,201,3,0,189,6,Mid,13,1,27,150,4,87,3,1,110,1,5,2,69,Low,16,0,Consultant,0
4079,35,Male,Bachelor,Consulting,Analyst,87,4,0,31,3,Low,77,0,12,188,3,26,4,18,163,1,18,2,75,Low,57,0,Consultant,0
4080,32,Male,Bachelor,Technology,Manager,194,4,1,74,4,High,64,1,24,115,2,66,4,15,106,4,10,3,96,Low,40,0,Senior Manager,0
4081,53,Female,MBA,Tax,Analyst,195,3,0,101,6,Low,30,0,24,94,4,95,1,22,156,3,12,2,69,Low,81,0,Consultant,0
4082,32,Male,Bachelor,Consulting,Manager,33,4,0,34,7,Low,5,0,25,88,5,41,2,4,202,2,19,1,26,Low,76,1,Senior Manager,0
4083,39,Other,Master,Audit,Partner,216,5,0,46,2,Mid,71,0,22,126,2,58,1,2,140,2,17,3,10,High,46,0,Partner,0
4084,48,Female,Master,Tax,Consultant,23,4,0,145,2,Low,55,0,22,165,1,52,2,26,172,1,2,3,2,Medium,15,0,Senior Consultant,0
4085,39,Other,MBA,Tax,Analyst,6,5,0,35,8,Mid,90,0,9,218,4,4,1,11,57,4,18,4,83,Low,16,1,Consultant,0
4086,44,Male,Bachelor,Tax,Consultant,85,5,0,146,0,High,87,0,15,96,3,55,2,8,192,4,17,3,0,Medium,87,0,Senior Consultant,0
4087,32,Female,Bachelor,Tax,Consultant,175,5,1,122,9,Low,52,0,11,152,4,36,1,27,123,3,18,4,89,High,3,0,Senior Consultant,1
4088,42,Male,Master,Audit,Consultant,186,2,0,152,7,Mid,28,0,13,113,3,68,5,25,157,4,10,2,16,Medium,69,0,Senior Consultant,0
4089,26,Other,Bachelor,Risk Advisory,Senior Consultant,5,1,0,173,4,Mid,24,0,2,125,3,89,2,10,19,4,6,1,72,High,5,1,Manager,1
4090,44,Male,PhD,Tax,Manager,77,4,0,59,2,Low,97,0,15,162,1,50,5,25,173,3,8,3,5,High,54,0,Senior Manager,0
4091,46,Female,MBA,Consulting,Consultant,232,2,0,120,6,Low,77,0,22,173,3,87,3,10,134,2,4,3,34,Medium,49,0,Senior Consultant,0
4092,31,Female,Master,Risk Advisory,Partner,205,1,1,94,3,Mid,49,1,26,109,2,20,4,17,47,3,9,4,54,Low,12,1,Partner,0
4093,43,Male,MBA,Audit,Analyst,83,2,0,22,5,High,98,1,16,219,3,83,3,1,153,1,5,1,93,Low,51,0,Consultant,0
4094,40,Female,Bachelor,Technology,Consultant,9,4,0,121,4,Mid,77,0,16,179,3,8,5,19,217,0,12,2,37,Medium,67,1,Senior Consultant,0
4095,22,Other,MBA,Audit,Consultant,3,5,0,114,6,Low,95,1,0,86,3,14,4,21,232,3,12,1,46,High,75,1,Senior Consultant,0
4096,28,Male,Bachelor,Technology,Analyst,189,2,0,154,6,Mid,93,0,8,197,4,2,2,2,185,1,14,4,56,Low,74,1,Consultant,0
4097,25,Female,MBA,Consulting,Partner,223,1,1,162,2,Mid,95,0,3,145,3,90,3,10,118,4,4,2,22,Medium,24,0,Partner,0
4098,22,Male,Master,Technology,Consultant,192,1,1,76,4,Mid,48,0,5,228,4,3,3,22,233,2,17,3,32,Medium,11,1,Senior Consultant,0
4099,36,Female,Bachelor,Tax,Consultant,46,1,0,182,1,Low,31,0,19,170,4,17,5,1,105,1,16,5,85,Medium,28,1,Senior Consultant,0
4100,33,Female,Bachelor,Risk Advisory,Partner,184,2,0,35,1,Low,24,0,7,80,5,44,5,8,17,4,4,1,41,Low,45,1,Partner,0
4101,43,Male,Master,Risk Advisory,Consultant,39,1,0,96,4,High,94,1,1,157,1,30,5,25,101,3,15,5,74,Low,15,1,Senior Consultant,0
4102,43,Male,MBA,Tax,Partner,13,3,0,112,4,Low,71,0,20,128,1,59,4,1,142,3,15,4,72,High,34,0,Partner,1
4103,38,Female,Bachelor,Risk Advisory,Consultant,41,1,0,198,8,High,20,0,24,166,1,43,4,0,227,1,11,2,0,Medium,45,1,Senior Consultant,0
4104,50,Male,Master,Audit,Analyst,139,1,0,136,7,Low,2,0,20,233,3,25,4,14,37,4,6,4,31,Medium,25,1,Consultant,0
4105,35,Male,MBA,Tax,Partner,41,2,0,113,7,Low,82,1,10,232,5,84,1,0,148,2,12,3,89,High,53,0,Partner,1
4106,41,Female,Master,Tax,Analyst,75,4,0,20,9,Mid,76,0,1,236,5,39,2,27,14,3,5,5,94,High,9,0,Consultant,1
4107,54,Male,MBA,Risk Advisory,Analyst,238,2,0,159,3,Low,58,0,13,131,1,20,4,17,78,0,14,4,33,Medium,25,1,Consultant,0
4108,36,Male,Bachelor,Technology,Consultant,175,2,1,65,8,High,54,0,3,235,1,41,3,18,137,3,5,3,89,Low,51,1,Senior Consultant,0
4109,33,Female,Master,Consulting,Partner,177,3,0,43,0,Low,85,0,14,246,1,54,2,13,46,4,19,4,32,High,52,0,Partner,0
4110,41,Male,PhD,Technology,Senior Consultant,193,4,0,120,5,Mid,39,0,17,147,4,98,3,28,223,3,5,4,1,Low,25,0,Manager,0
4111,51,Male,Master,Audit,Analyst,35,2,1,192,4,Mid,19,1,17,140,4,89,2,8,29,0,12,5,74,Medium,6,1,Consultant,0
4112,59,Male,Master,Tax,Analyst,163,3,1,79,2,Low,70,0,17,217,3,48,4,21,162,0,17,5,80,Medium,2,0,Consultant,0
4113,24,Female,MBA,Tax,Analyst,67,2,0,142,0,Mid,73,1,26,89,2,95,4,15,200,1,14,1,4,High,70,0,Consultant,0
4114,49,Female,Bachelor,Audit,Consultant,132,3,0,154,4,Mid,4,0,14,165,4,61,1,7,58,1,18,5,70,Medium,18,0,Senior Consultant,0
4115,47,Female,MBA,Consulting,Consultant,24,5,1,15,0,High,20,0,3,247,5,48,5,11,122,1,13,1,6,Medium,15,1,Senior Consultant,0
4116,51,Male,PhD,Tax,Analyst,94,1,1,45,5,Mid,3,0,29,130,4,14,4,29,19,3,7,3,71,Low,7,1,Consultant,0
4117,34,Male,Bachelor,Technology,Consultant,96,1,0,102,2,High,73,0,22,156,5,27,3,14,15,2,8,4,8,High,37,1,Senior Consultant,0
4118,34,Male,MBA,Audit,Consultant,113,2,0,199,2,Mid,91,0,18,118,5,57,3,17,118,2,17,1,44,Medium,48,0,Senior Consultant,0
4119,23,Male,Bachelor,Tax,Consultant,84,3,0,175,2,Mid,62,0,14,173,4,72,5,17,19,2,4,4,88,Medium,13,0,Senior Consultant,0
4120,58,Other,Master,Technology,Manager,164,5,0,64,2,Low,69,0,4,92,4,68,5,27,203,3,13,5,91,Medium,54,0,Senior Manager,0
4121,59,Male,MBA,Audit,Partner,205,1,2,18,9,Low,68,0,25,121,1,6,3,11,15,2,14,3,98,Medium,87,1,Partner,0
4122,23,Male,MBA,Audit,Consultant,56,2,0,89,9,Mid,19,0,7,105,5,21,4,17,11,2,9,2,80,Medium,12,1,Senior Consultant,0
4123,57,Male,MBA,Audit,Manager,231,2,0,36,2,High,16,0,20,138,3,56,5,1,89,0,6,2,97,Low,77,0,Senior Manager,0
4124,47,Female,PhD,Consulting,Manager,4,3,1,185,1,Mid,22,1,4,238,2,84,4,5,170,0,18,3,21,Medium,2,0,Senior Manager,0
4125,32,Female,Master,Audit,Consultant,220,4,0,182,4,Low,80,0,10,182,4,82,1,26,17,4,12,2,42,Medium,20,0,Senior Consultant,0
4126,29,Female,Master,Risk Advisory,Manager,168,2,0,52,5,Low,21,0,29,106,1,80,3,24,189,0,19,1,19,Medium,55,0,Senior Manager,0
4127,43,Female,Bachelor,Risk Advisory,Senior Consultant,171,5,0,46,5,Low,56,0,5,136,2,74,3,26,105,3,10,3,48,High,34,0,Manager,0
4128,41,Female,Bachelor,Audit,Manager,58,5,0,130,1,Mid,60,1,12,211,3,94,3,26,100,2,4,5,99,Medium,41,0,Senior Manager,0
4129,29,Male,Master,Tax,Partner,62,4,0,87,0,Mid,34,1,14,131,4,63,1,28,226,4,2,2,49,Low,27,0,Partner,0
4130,50,Male,MBA,Risk Advisory,Manager,135,5,1,85,3,Low,69,1,15,178,1,7,3,5,160,1,8,3,59,Low,77,0,Senior Manager,0
4131,47,Female,Master,Technology,Consultant,137,3,0,61,9,Low,80,0,24,118,1,33,1,9,124,3,2,4,58,High,98,0,Senior Consultant,0
4132,51,Female,MBA,Technology,Analyst,22,2,0,128,7,Low,66,1,11,208,4,66,3,23,214,3,13,3,19,Medium,72,0,Consultant,0
4133,38,Female,MBA,Tax,Senior Consultant,4,3,0,38,0,Mid,13,0,1,95,5,46,1,19,212,3,3,5,89,Low,51,1,Manager,0
4134,41,Female,Bachelor,Technology,Manager,128,4,0,72,6,High,96,0,16,124,4,59,1,15,72,0,18,2,89,Low,3,0,Senior Manager,0
4135,37,Female,Master,Tax,Senior Consultant,164,4,0,160,4,Mid,78,0,28,241,1,17,3,10,33,0,8,4,90,Medium,5,0,Manager,0
4136,28,Female,Master,Technology,Partner,225,3,1,22,7,Low,21,1,11,101,3,99,1,23,67,0,16,5,3,Medium,18,0,Partner,0
4137,37,Female,Master,Audit,Manager,198,1,0,161,1,Low,60,1,21,202,3,38,2,25,42,1,18,1,37,Low,48,1,Senior Manager,0
4138,48,Female,MBA,Technology,Manager,195,4,0,48,0,Low,68,0,8,157,3,84,1,4,57,4,9,3,23,Medium,30,0,Senior Manager,0
4139,44,Male,Master,Audit,Senior Consultant,35,2,0,124,8,Mid,74,1,15,210,1,3,1,26,122,4,18,4,21,High,25,1,Manager,0
4140,45,Female,MBA,Technology,Manager,33,4,0,176,3,Low,46,0,26,117,4,27,4,24,151,0,3,4,94,High,31,0,Senior Manager,1
4141,30,Other,MBA,Technology,Manager,135,3,1,48,3,High,16,1,4,81,4,99,2,12,146,0,15,4,99,Medium,19,0,Senior Manager,0
4142,56,Male,Master,Technology,Analyst,105,3,1,137,1,Mid,55,0,8,200,4,90,4,27,110,1,8,1,4,Medium,19,0,Consultant,0
4143,41,Female,MBA,Audit,Senior Consultant,227,5,0,95,1,High,11,0,17,133,5,8,5,22,96,2,19,1,86,Medium,94,1,Manager,0
4144,58,Female,Bachelor,Technology,Consultant,183,1,0,65,4,Mid,33,0,4,187,5,49,2,8,141,4,5,5,27,Medium,61,1,Senior Consultant,0
4145,38,Male,Bachelor,Technology,Consultant,121,3,0,70,1,Low,86,0,11,247,4,8,4,27,203,3,4,4,38,High,95,0,Senior Consultant,0
4146,52,Female,Bachelor,Consulting,Partner,175,5,0,66,5,Mid,50,0,11,152,5,27,5,8,90,2,19,1,36,Medium,85,0,Partner,0
4147,29,Male,Master,Audit,Analyst,190,5,1,38,6,Low,52,0,8,121,5,82,1,27,82,4,17,3,30,High,81,0,Consultant,0
4148,36,Other,Bachelor,Risk Advisory,Senior Consultant,195,2,0,169,1,Low,75,0,28,242,4,56,4,16,108,1,9,5,83,Medium,79,0,Manager,0
4149,52,Female,PhD,Tax,Senior Consultant,64,5,1,99,7,Mid,92,0,13,121,4,5,2,3,182,4,3,2,90,High,1,0,Manager,1
4150,51,Male,Master,Consulting,Analyst,121,1,0,0,8,Mid,62,0,11,234,1,39,3,15,220,2,12,2,80,Low,44,1,Consultant,0
4151,41,Male,Master,Technology,Analyst,171,2,0,173,9,Low,98,0,13,99,4,85,4,17,11,3,12,1,52,High,25,0,Consultant,0
4152,33,Female,Bachelor,Risk Advisory,Partner,18,3,0,163,2,Low,41,0,19,100,4,98,3,29,15,2,10,5,18,Medium,26,0,Partner,0
4153,38,Male,Bachelor,Risk Advisory,Consultant,3,3,0,123,3,Low,11,0,2,213,4,94,5,21,149,2,10,4,84,Low,37,0,Senior Consultant,0
4154,51,Male,Bachelor,Technology,Senior Consultant,59,5,0,171,6,High,7,1,6,172,4,48,2,0,31,0,13,4,53,Medium,34,1,Manager,0
4155,50,Female,Master,Technology,Analyst,116,4,1,30,0,High,79,0,26,101,2,25,1,24,166,4,4,4,22,Low,32,0,Consultant,0
4156,40,Male,Master,Consulting,Senior Consultant,190,1,0,96,3,Mid,84,0,29,178,2,87,1,19,100,0,12,2,50,Medium,19,0,Manager,0
4157,32,Male,Master,Audit,Consultant,39,1,0,109,0,High,16,0,20,166,3,68,5,0,166,1,12,3,6,Medium,3,1,Senior Consultant,0
4158,55,Female,Master,Consulting,Senior Consultant,219,5,2,185,1,Mid,29,1,3,108,4,84,4,15,17,1,6,4,16,Low,58,0,Manager,0
4159,28,Other,MBA,Audit,Senior Consultant,64,1,1,131,8,High,5,1,1,119,5,52,4,1,193,4,19,4,76,High,68,1,Manager,1
4160,55,Female,Bachelor,Risk Advisory,Analyst,201,2,0,52,1,High,85,1,11,199,2,21,3,8,87,0,12,5,86,High,72,1,Consultant,1
4161,41,Female,MBA,Tax,Analyst,81,5,0,102,2,High,64,0,1,106,2,87,3,19,24,0,19,2,19,Medium,60,0,Consultant,0
4162,59,Male,Master,Technology,Analyst,60,4,0,92,5,Mid,15,0,11,222,1,56,3,12,109,0,11,2,94,Medium,17,0,Consultant,0
4163,45,Male,Master,Consulting,Consultant,105,3,1,184,0,High,6,1,8,178,5,98,3,5,60,2,11,2,78,High,9,0,Senior Consultant,1
4164,31,Male,Bachelor,Risk Advisory,Manager,170,1,0,77,6,Mid,49,0,22,170,5,68,1,16,130,0,10,4,66,High,51,0,Senior Manager,0
4165,53,Female,Master,Consulting,Consultant,109,3,0,177,7,Low,87,0,0,219,2,14,2,11,199,2,17,5,86,High,45,0,Senior Consultant,1
4166,36,Other,Bachelor,Audit,Analyst,5,4,3,4,8,Low,51,0,4,189,1,38,2,29,120,0,18,3,61,Medium,92,1,Consultant,0
4167,58,Female,PhD,Technology,Partner,46,4,0,51,8,Mid,42,1,21,120,3,37,1,8,160,4,13,1,80,Low,47,0,Partner,0
4168,41,Female,Master,Audit,Senior Consultant,132,2,0,144,4,Low,93,0,11,151,4,5,3,12,131,0,7,3,84,Medium,40,1,Manager,0
4169,24,Female,PhD,Audit,Senior Consultant,14,4,0,31,4,Low,65,1,20,177,5,18,2,7,214,4,18,1,49,High,70,0,Manager,0
4170,58,Male,Master,Audit,Senior Consultant,221,4,0,133,3,Low,5,0,26,179,4,80,4,22,239,3,2,1,33,Low,1,0,Manager,0
4171,29,Male,Bachelor,Risk Advisory,Senior Consultant,11,1,0,196,3,Mid,73,0,28,194,4,1,1,8,217,2,6,3,78,High,60,1,Manager,1
4172,44,Male,Master,Technology,Partner,188,3,0,92,9,High,79,0,27,160,4,50,4,0,186,3,6,2,77,Medium,96,0,Partner,0
